Foold_Quality_ID,week,Food_Serving_ID,Food_type_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,Family Count,Food_Outlet_Perference,Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating
1000930,14,72,2444,620.86,619.86,0,0,41,464, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000931,129,61,1248,155.26,153.26,0,0,55,465, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000932,100,174,1993,150.41,145.53,0,1,1432,466, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000933,126,17,2640,291.03,290.03,0,0,162,467, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000934,76,186,2322,321.07,323.07,0,0,229,468, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000935,7,152,2760,231.83,233.83,0,0,135,469, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000937,122,110,2490,243.5,242.5,0,0,270,470, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000939,131,20,2490,292.03,290.03,0,0,163,471, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000940,58,132,2126,532.53,533.53,0,0,68,472, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000941,61,101,2490,254.2,252.2,0,0,339,473, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000942,85,83,1902,445.23,445.23,0,0,26,474, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000943,135,42,2760,262.93,260.93,0,0,82,475, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000944,93,67,1847,195,225.07,0,0,95,476, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000945,118,42,2956,581.03,581.03,0,0,108,477, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000946,145,93,2490,279.36,279.36,0,0,175,478, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000947,79,30,2640,291.03,290.03,0,0,244,479, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000948,85,81,2290,238.62,239.62,0,0,823,480, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000949,10,113,2867,435.53,658.63,1,0,190,481, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000950,125,42,1230,323.01,324.01,0,0,204,482, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000951,44,43,2444,618.86,619.86,0,0,258,483, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000952,104,153,2826,329.86,327.86,0,0,297,484, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000953,99,93,1727,404.55,402.55,0,0,231,485, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000955,99,41,2490,281.36,279.36,0,0,82,486, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000956,51,65,1902,486.03,485.03,0,0,14,487, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000957,93,55,2569,310.46,308.46,0,0,54,488, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000958,127,77,2569,339.53,339.53,0,0,487,489, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000959,14,64,2826,328.86,329.86,0,0,258,490, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000960,60,137,2664,286.15,336.65,0,0,730,491, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000961,25,161,2539,95.06,96.06,0,0,161,492, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000963,9,89,2492,388.03,388.03,0,0,27,493, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000964,93,149,1216,339.5,436.53,0,0,95,494, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000965,51,75,2867,629.53,629.53,0,0,14,495, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000966,3,93,1878,243.53,242.53,0,0,161,496, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000968,81,81,2577,280.33,282.33,0,0,96,497, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000969,118,106,1885,118.4,118.4,0,0,620,498, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000970,145,17,1445,728.53,728.53,0,0,13,499, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000971,63,83,2577,282.33,281.33,0,0,41,500, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000972,37,113,1525,243.5,242.5,0,0,26,501, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000973,60,76,1109,178.48,321.13,0,0,460,502, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000974,116,13,1216,417.13,418.13,0,0,135,503, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000975,92,11,2304,485.03,485.03,0,0,80,504, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000976,40,51,2494,195,256.08,0,0,80,505, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000977,122,94,2631,98,152.35,0,0,40,506, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000978,105,74,1525,262.93,291.03,0,1,13,507, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000979,74,13,1109,279.42,278.42,0,0,1824,508, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000980,41,11,1230,466.63,466.63,0,0,150,509, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000981,143,186,1778,150.41,175.63,0,0,150,510, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000982,71,83,2322,322.1,321.1,0,0,270,511, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000983,76,76,1803,173.63,255.11,0,0,149,512, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000984,130,68,1216,417.13,417.13,0,0,14,513, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000986,3,61,1558,611.13,611.13,0,0,134,514, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000987,7,177,1445,660.63,658.63,0,0,26,515, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000988,85,161,2304,226.04,736.23,0,0,69,516, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000989,44,27,1438,217.28,218.28,0,0,123,517, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000990,142,41,2306,337.62,336.62,0,0,15,518, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000991,66,126,1558,678.03,679.03,0,0,69,519, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000992,145,77,2826,326.92,326.92,0,0,204,520, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000993,132,162,1993,118.4,116.4,0,0,67,521, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000994,30,30,2569,361.81,363.81,0,0,176,522, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000995,114,73,1727,421.95,422.95,0,0,123,523, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000996,80,92,1248,97,153.26,0,0,81,524, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000997,106,73,1770,411.28,484.03,0,0,40,525, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000998,98,109,1727,446.23,447.23,0,0,256,526, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000999,119,88,2492,446.23,447.23,0,0,55,527, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001000,79,26,2867,515.13,629.53,0,0,41,528, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001001,98,17,1248,146.5,147.5,0,0,28,529, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001002,125,34,2640,280.33,280.33,0,0,311,530, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001003,83,161,2760,242.53,241.53,0,0,150,531, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001004,47,20,1778,161.99,182.39,0,0,730,532, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001005,65,26,2707,224.13,224.13,0,0,121,533, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001006,101,86,1754,318.16,320.16,0,0,1162,534, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001007,142,67,1878,320.13,321.13,0,0,216,535, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001008,41,113,1778,177.54,178.54,0,0,352,536, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001009,95,27,2290,244.47,303.64,0,0,1107,537, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001010,137,88,1778,159.14,180.42,0,0,177,538, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1001011,93,162,2760,241.53,242.53,0,0,27,539, Sweets,Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Maybe,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
